id,product title,brand,model,operating system,combo
a1519,dell laptop inspiron i5759-9659slv intel core i7 6500u (2.50 ghz) 16 gb memory 2 tb hdd amd radeon r5 m335 17.3'' touchscreen windows 10 pro 64-bit,dell,,windows 10 home,dell laptop inspiron i5759-9659slv intel core i7 6500u (2.50 ghz) 16 gb memory 2 tb hdd amd radeon r5 m335 17.3'' touchscreen windows 10 pro 64-bit dell home
a1520,apple macbook air 13 2017 (version) wireless bluetooth speaker starter bundle (128gb) + digitalandmore starter macbook accessory bundle,digitalandmore,mqd32ll/a,mac os x,apple macbook air 13 2017 (version) wireless bluetooth speaker starter bundle (128gb) + digitalandmore starter macbook accessory bundle mqd32ll/a os x
a1521,hp v1h25ut#aba business 840 i7-6600u 14 8gb 512 7/10 laptop,hp,v1h25ut#aba,windows 7 professional,hp v1h25ut#aba business 840 i7-6600u 14 8gb 512 7/10 laptop windows professional
a1522,dell 0dgw4 latitude 5285 12.3 fhd laptop (intel core i5-7300u 8gb ddr4 256gb solid state drive windows 10 pro),dell,0dgw4,windows 10 pro,dell 0dgw4 latitude 5285 12.3 fhd laptop (intel core i5-7300u 8gb ddr4 256gb solid state drive windows 10 pro) 
a1523,lenovo thinkpad t560 20fh001rus 15.6 notebook - intel core i5-6300u processor 8gb ram 256gb ssd windows 7 professional,lenovo,20fh001rus,windows 7 professional,lenovo thinkpad t560 20fh001rus 15.6 notebook - intel core i5-6300u processor 8gb ram 256gb ssd windows 7 professional 
a1524,dell inspiron 15 7000 gaming series edition 7577 15.6-inch full hd screen laptop - intel quad-core i7-7700hq 512gb ssd + 1 tb hdd 16gb ddr4 memory nvidia gtx 1060 6gb graphics windows 10,pc,dell inspiron i7577,windows 10 home,dell inspiron 15 7000 gaming series edition 7577 15.6-inch full hd screen laptop - intel quad-core i7-7700hq 512gb ssd + 1 tb hdd 16gb ddr4 memory nvidia gtx 1060 6gb graphics windows 10 pc i7577 home
a1525,2018 newest flagship acer aspire 3 laptop 15.6 hd display intel core i5-7200u 2.5 ghz1 tb hard disk drive 6 gb ddr4 sdram memory intel hd graphics 620 windows 10,acer flagship,,windows 10,2018 newest flagship acer aspire 3 laptop 15.6 hd display intel core i5-7200u 2.5 ghz1 tb hard disk drive 6 gb ddr4 sdram memory intel hd graphics 620 windows 10 
a1526,acer spin 1 touch notebook - turquoise blue (sp111-31-c2w3),acer,sp111-31-c2w3,windows 10,acer spin 1 touch notebook - turquoise blue (sp111-31-c2w3) windows 10
a1527,dell inspiron 15.6 touch laptop intel pentium 2.16ghz 4gb ram 500gb hdd,dell consumer,i5551-3333blk,other,dell inspiron 15.6 touch laptop intel pentium 2.16ghz 4gb ram 500gb hdd consumer i5551-3333blk other
a1528,acer r 11 convertible 2-in-1 11.6 touchscreen chromebook-intel celeron n3150 4gb ddr3l 32gb emmc flash memory chrome-white,acer,,chrome os,acer r 11 convertible 2-in-1 11.6 touchscreen chromebook-intel celeron n3150 4gb ddr3l 32gb emmc flash memory chrome-white os
a1529,dell i5558-2147blk windows 10 laptop intel core i3-5015u processor 2.1ghz 15.6 6gb 1tb hd windows 10 home 64bit,dell,fba_i5558-2147blk,,dell i5558-2147blk windows 10 laptop intel core i3-5015u processor 2.1ghz 15.6 6gb 1tb hd windows 10 home 64bit dell fba_i5558-2147blk
a1530,lenovo thinkpad x270 laptop with intel core i7-6500u processor 8gb ddr4 ram 512gb ssd - 12.5 - graphite black - 20k6000rus,lenovo,20k6000rus,windows 7 professional,lenovo thinkpad x270 laptop with intel core i7-6500u processor 8gb ddr4 ram 512gb ssd - 12.5 - graphite black - 20k6000rus windows professional
a1531,hp 15-ay065 15.6 intel core i3-5005u processor 6 gb ram 1 tb sata windows 10 notebook,hp,w7v75ua,windows 10,hp 15-ay065 15.6 intel core i3-5005u processor 6 gb ram 1 tb sata windows 10 notebook w7v75ua
a1532,2017 newest acer premium business flagship chromebook pc 15.6 fhd 1920x1080p display intel celeron processor 4gb ram 16gb emmc hard drive 802.11ac hdmi webcam bluetooth 9 hour battery chrome os-white,acer,,chrome os,2017 newest acer premium business flagship chromebook pc 15.6 fhd 1920x1080p display intel celeron processor 4gb ram 16gb emmc hard drive 802.11ac hdmi webcam bluetooth 9 hour battery chrome os-white 
a1533,samsung 15.6 touchscreen hd laptop computer 7th gen intel dual core i5-7200u 2.5ghz 8gb ddr4 ram 1tb hdd nvidia geforce 920mx graphic hdmi usb 3.0 bluetooth 802.11ac wifi windows 10,samsung,np530e5m-x01us,windows 10,samsung 15.6 touchscreen hd laptop computer 7th gen intel dual core i5-7200u 2.5ghz 8gb ddr4 ram 1tb hdd nvidia geforce 920mx graphic hdmi usb 3.0 bluetooth 802.11ac wifi windows 10 np530e5m-x01us
a1534,lenovo z50 15.6 inch hd flagship high performance black laptop pc| amd fx-7500 quad-core| amd radeon r7| 2.10 ghz| 12gb ddr3| 1tb hdd| dolby audio| dvd+/-rw| windows 10,lenovo,t8tjg,windows 10,lenovo z50 15.6 inch hd flagship high performance black laptop pc| amd fx-7500 quad-core| amd radeon r7| 2.10 ghz| 12gb ddr3| 1tb hdd| dolby audio| dvd+/-rw| windows 10 t8tjg
a1535,msi gl62m 7rdx-1408 (i7-7700hq 8gb ram 128gb sata ssd + 1tb hdd nvidia gtx 1050 2gb 15.6 full hd windows 10) gaming notebook,excaliberpc,gl62m 7rdx,microsoft windows 10,msi gl62m 7rdx-1408 (i7-7700hq 8gb ram 128gb sata ssd + 1tb hdd nvidia gtx 1050 2gb 15.6 full hd windows 10) gaming notebook excaliberpc microsoft
a1536,15.6 i7 8650u 8gb 256gb ssd,,k7g13,unknown,15.6 i7 8650u 8gb 256gb ssd k7g13 unknown
a1537,hidevolution asus rog strix gl703vd 17 inch gaming laptop | 2.8 ghz i7-7700hq 32gb ddr4 ram gtx 1050 4gb pcie 512gb ssd + 1tb sshd | authorized performance upgrades & warranty,hidevolution,,windows 10,hidevolution asus rog strix gl703vd 17 inch gaming laptop | 2.8 ghz i7-7700hq 32gb ddr4 ram gtx 1050 4gb pcie 512gb ssd + 1tb sshd | authorized performance upgrades & warranty windows
a1538,dell xps 15 9560 fhd 1080p intel core i7-7700hq 16gb ram 512gb ssd nvidia gtx 1050 4gb gddr5 windows 10 home,dell,n5ghc,windows 10,dell xps 15 9560 fhd 1080p intel core i7-7700hq 16gb ram 512gb ssd nvidia gtx 1050 4gb gddr5 windows 10 home n5ghc windows
a1539,2016 dell inspiron i5558-2148blk 15.6 touch-screen laptop (intel i3-4030u/ 8gb memory/1tb hard drive/black/windows 10),dell,i5558-2148blk,windows 10,2016 dell inspiron i5558-2148blk 15.6 touch-screen laptop (intel i3-4030u/ 8gb memory/1tb hard drive/black/windows 10) 
a1540,2018 newest flagship hp 15.6 premium hd touchscreen laptop - 8th intel quad-core i5-8250u up to 3.4ghz 8gb ddr4 1tb hdd dvd burne intel graphics 620 wlan hdmi bluetooth usb 3.1 windows 10,hp,,windows 10 home 64-bit,2018 newest flagship hp 15.6 premium hd touchscreen laptop - 8th intel quad-core i5-8250u up to 3.4ghz 8gb ddr4 1tb hdd dvd burne intel graphics 620 wlan hdmi bluetooth usb 3.1 windows 10 home 64-bit
a1541,cuk hp omen 15t gamer notebook (intel i7-7700hq 16gb ram 128gb ssd + 2tb hdd nvidia geforce gtx 1060 6gb 15.6” full hd ips 120hz display with nvidia g-sync windows 10) gaming laptop computer,computer upgrade king,15t,windows 10 home x64-bit,cuk hp omen 15t gamer notebook (intel i7-7700hq 16gb ram 128gb ssd + 2tb hdd nvidia geforce gtx 1060 6gb 15.6” full hd ips 120hz display with nvidia g-sync windows 10) gaming laptop computer upgrade king home x64-bit
a1542,jumper ezbook 3s laptop 14 6gb ddr3l ram 256gb ssd storage quad core 1080x1920 fhd notebook computer(silver),jumper,3s,windows 10,jumper ezbook 3s laptop 14 6gb ddr3l ram 256gb ssd storage quad core 1080x1920 fhd notebook computer(silver) windows
a1543,hp spectre x360-13t quad core(8th gen intel i7-8550u 1 tb pcie nvme ssd 16gb ram ips micro-edge touchscreen corning gorilla windows 10 ink)bang & olufsen 13.3 2-in-1 convertible- pale rose,hp,spectre x360 13 8th gen 1tb pale rose,windows 10,hp spectre x360-13t quad core(8th gen intel i7-8550u 1 tb pcie nvme ssd 16gb ram ips micro-edge touchscreen corning gorilla windows 10 ink)bang & olufsen 13.3 2-in-1 convertible- pale rose 1tb
a1544,2018 hp 14.0 inch flagship notebook laptop computer (intel core i5-7200u 2.5ghz 16gb ram 256gb ssd dts studio sound intel hd graphics 620 wifi hd webcam windows 10) silver,hp,hp,windows 10,2018 hp 14.0 inch flagship notebook laptop computer (intel core i5-7200u 2.5ghz 16gb ram 256gb ssd dts studio sound intel hd graphics 620 wifi hd webcam windows 10) silver 
a1545,dell xps 13 9360 ultrabook: 8th generation intel core i7-8550u 13.3in qhd+ touch display 16gb ram 512gb ssd windows 10,dell,xps 13,windows 10,dell xps 13 9360 ultrabook: 8th generation intel core i7-8550u 13.3in qhd+ touch display 16gb ram 512gb ssd windows 10 
a1546,2017 hp omen 15.6 full-hd ips flagship high performance gaming laptop pc intel core i7-770hq quad-core processor nvidia gtx 1050ti 4gb ddr5 12gb ram 1tb hdd backlit keyboard windows 10,hp,omen 15,windows 10,2017 hp omen 15.6 full-hd ips flagship high performance gaming laptop pc intel core i7-770hq quad-core processor nvidia gtx 1050ti 4gb ddr5 12gb ram 1tb hdd backlit keyboard windows 10 
a1547,lenovo thinkpad yoga 2-in-1 convertible 11.6-inch ips touchscreen laptop(tablet) intel quad core processor 4gb ddr3l 128gb ssd hdmi bluetooth webcam ac wifi windows 10 professional,lenovo,20d90027us,windows 10 pro 64,lenovo thinkpad yoga 2-in-1 convertible 11.6-inch ips touchscreen laptop(tablet) intel quad core processor 4gb ddr3l 128gb ssd hdmi bluetooth webcam ac wifi windows 10 professional 20d90027us 64
a1548,2017 lenovo business flagship yoga 910 2-in-1 ultrabook pc 14 fhd ips touch-screen intel core i7-7500u processor 8gb ddr4 ram 256gb ssd backlit-keyboard hdmi bluetooth 802.11ac windows 10-gray,lenovo,t8tjg,windows 10,2017 lenovo business flagship yoga 910 2-in-1 ultrabook pc 14 fhd ips touch-screen intel core i7-7500u processor 8gb ddr4 ram 256gb ssd backlit-keyboard hdmi bluetooth 802.11ac windows 10-gray t8tjg windows
a1549,lenovo thinkpad t470p 14 high performance laptop pc (intel i7 quad core nvidia geforce 940mx 14 inch fhd (1920x1080) ips display 32gb ram 512gb ssd fingerprint win 10 pro),michaelelectronics2,,windows 10,lenovo thinkpad t470p 14 high performance laptop pc (intel i7 quad core nvidia geforce 940mx 14 inch fhd (1920x1080) ips display 32gb ram 512gb ssd fingerprint win 10 pro) michaelelectronics2 windows
a1550,hp probook 450 g5 premium 15.6 inch fhd business laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd 1920x1080 display webcam bluetooth usb-c tpm wifi win 10 pro),michaelelectronics2,,windows 10,hp probook 450 g5 premium 15.6 inch fhd business laptop pc (intel 8th gen i7 quad core 32gb ram 1tb hdd + 128gb ssd 15.6 fhd 1920x1080 display webcam bluetooth usb-c tpm wifi win 10 pro) michaelelectronics2 windows
a1551,apple macbook pro 15 z0ub0002c touch bar bundle w/ applecare+ 2.8ghz quad-core intel core i7 16gb ram 512gb radeon pro 555 space gray (mid 2017),apple,z0ub0002c+s6054ll/a,mac os x,apple macbook pro 15 z0ub0002c touch bar bundle w/ applecare+ 2.8ghz quad-core intel core i7 16gb ram 512gb radeon pro 555 space gray (mid 2017) z0ub0002c+s6054ll/a os x
a1552,hp 17.3 full hd ips gaming and business laptop intel dual-core i7-7500u up to 3.5ghz 16gb ddr4 1tb hdd 4gb amd radeon 530 backlit keyboard dvdrw 802.11ac hdmi bluetooth win 10,,,,hp 17.3 full hd ips gaming and business laptop intel dual-core i7-7500u up to 3.5ghz 16gb ddr4 1tb hdd 4gb amd radeon 530 backlit keyboard dvdrw 802.11ac hdmi bluetooth win 10 
a1553,acer swift 1 sf113-31-p6xp 13.3 lcd ultrabook - intel pentium n4200 quad-core (4 core) 1.10 ghz - 4 gb ddr3l sdram - 64 gb flas,acer,nx.gpnaa.002,unknown,acer swift 1 sf113-31-p6xp 13.3 lcd ultrabook - intel pentium n4200 quad-core (4 core) 1.10 ghz - 4 gb ddr3l sdram - 64 gb flas nx.gpnaa.002 unknown
a1554,dell inspiron 15 5000 i5547-7450slv signature edition laptop 15.6-inch hd display 8gb memory intel core i5-4210u 1tb hdd up to 6.5 hours battery life,dell,fba_i5547-7450slv,windows 8;,dell inspiron 15 5000 i5547-7450slv signature edition laptop 15.6-inch hd display 8gb memory intel core i5-4210u 1tb hdd up to 6.5 hours battery life fba_i5547-7450slv windows 8;
a1555,samsung 2-in-1 7 spin touchscreen flagship 15.6 full hd silver laptop| intel core i7-6500u| nvidia geforce 940mx| 12gb ram| 1tb hdd| backlit keyboard| windows 10,samsung,t8tjg,,samsung 2-in-1 7 spin touchscreen flagship 15.6 full hd silver laptop| intel core i7-6500u| nvidia geforce 940mx| 12gb ram| 1tb hdd| backlit keyboard| windows 10 t8tjg
a1556,2017 hp 14 hd elitebook 8470p business laptop computer intel dual core i5 2.6 ghz processor 8gb memory 240gb ssd hdd dvd vga rj45 windows 10 professional (certified refurbishd),hp,,windows 10,2017 hp 14 hd elitebook 8470p business laptop computer intel dual core i5 2.6 ghz processor 8gb memory 240gb ssd hdd dvd vga rj45 windows 10 professional (certified refurbishd) 
a1557,2018 flagship acer swift 3 laptop 14 led-backlit widescreen fhd ips display intel core i5-8250u processor at 1.6ghz 8 gb ddr4 sdram 256 gb solid state drive windows 10 home,acer swift,,windows 10,2018 flagship acer swift 3 laptop 14 led-backlit widescreen fhd ips display intel core i5-8250u processor at 1.6ghz 8 gb ddr4 sdram 256 gb solid state drive windows 10 home 
a1558,toshiba tecra c50-c i3/2.0 15.6 4gb 1tb w7p-w10p (ps571u-0kj03s),toshiba,ps571u-0kj03s,unknown,toshiba tecra c50-c i3/2.0 15.6 4gb 1tb w7p-w10p (ps571u-0kj03s) unknown
a1559,hp spectre x360 15t 2-in-1 convertible laptop pc (7th gen intel i7 kaby lake processor 16gb ram 512gb ssd 15.6 inch uhd (3840 x 2160) 4k touch win10 nvidia 940mx thunderbolt) dark ash silver,hp,t8tjg,windows 10,hp spectre x360 15t 2-in-1 convertible laptop pc (7th gen intel i7 kaby lake processor 16gb ram 512gb ssd 15.6 inch uhd (3840 x 2160) 4k touch win10 nvidia 940mx thunderbolt) dark ash silver hp t8tjg windows
a1560,dell newest 15.6 premium flagship touchscreen laptop (15.6 inch hd backlit display intel i5-7200u processor 8gb ddr4 ram 256gb ssd hdmi dvdrw bluetooth webcam maxxaudio windows 10),dell,,windows 10,dell newest 15.6 premium flagship touchscreen laptop (15.6 inch hd backlit display intel i5-7200u processor 8gb ddr4 ram 256gb ssd hdmi dvdrw bluetooth webcam maxxaudio windows 10) 
a1561,dell inspiron 13 i5379-7302gry-pus 2 in 1 pc,,i5579-7050gry,windows 10,dell inspiron 13 i5379-7302gry-pus 2 in 1 pc i5579-7050gry windows 10
a1562,msi gl62m thin and light 15.6 full hd gaming laptop pc (intel i7-7700hq quad core geforce gtx 1050 16gb ram 1tb hdd + 128gb ssd wifi bluetooth win 10 home),michaelelectronics2,,windows 10,msi gl62m thin and light 15.6 full hd gaming laptop pc (intel i7-7700hq quad core geforce gtx 1050 16gb ram 1tb hdd + 128gb ssd wifi bluetooth win 10 home) michaelelectronics2 windows
a1563,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo,lenovo thinkpad p51s mobile workstation,,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 8gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) 
a1564,asus p2530ua-xh31 p-series business laptop 6th gen intel core i3 15.6 hd display 4gb ram 500gb hdd windows 10 pro,asus,p2530ua-xh31,windows 10 pro,asus p2530ua-xh31 p-series business laptop 6th gen intel core i3 15.6 hd display 4gb ram 500gb hdd windows 10 pro asus
a1565,dell i3567-3919blk inspiron pro 15.6 hd laptop (7th generation intel core i3-7100u 8gb ddr4 1tb hard drive windows 10 pro) black,dell,i3567-3919blk,windows 10 pro,dell i3567-3919blk inspiron pro 15.6 hd laptop (7th generation intel core i3-7100u 8gb ddr4 1tb hard drive windows 10 pro) black 
a1566,newest lenovo ideapad 710s 13.3’’ fhd ips (1920x1080) anti-glare display laptop pc intel i7-6560u 2.2ghz 8gb sdram 256gb ssd bluetooth intel iris graphics 540 backlit keyboard windows 10,lenovo,lenovo ideapad 710s,windows 10,newest lenovo ideapad 710s 13.3’’ fhd ips (1920x1080) anti-glare display laptop pc intel i7-6560u 2.2ghz 8gb sdram 256gb ssd bluetooth intel iris graphics 540 backlit keyboard windows 10 
a1567,asus rog strix gl503vd-db74 (i7-7700hq 16gb ram 256gb sata ssd + 1tb hdd nvidia gtx 1050 4gb 15.6 full hd windows 10) gaming notebook,excaliberpc,gl503vd-db74,microsoft windows 10,asus rog strix gl503vd-db74 (i7-7700hq 16gb ram 256gb sata ssd + 1tb hdd nvidia gtx 1050 4gb 15.6 full hd windows 10) gaming notebook excaliberpc microsoft
a1568,2016 hp spectre x2 12 detachable high performance premium (1920x1280) touchscreen laptop(core m3-6y30dc 4gb ram 128gb ssd 802.11 a/c) webcam win10,hp,12-a008nrr,windows 10,2016 hp spectre x2 12 detachable high performance premium (1920x1280) touchscreen laptop(core m3-6y30dc 4gb ram 128gb ssd 802.11 a/c) webcam win10 12-a008nrr windows
a1569,2018 dell latitude e6320 12.5 business laptop computer(intel core i5 2520m 2.5ghz4g ram ddr3320g hdddvd hdmi vga wifiwindows 10 home 64 bit)(certified refurbished),dell,,windows 10,2018 dell latitude e6320 12.5 business laptop computer(intel core i5 2520m 2.5ghz4g ram ddr3320g hdddvd hdmi vga wifiwindows 10 home 64 bit)(certified refurbished) 
a1570,dell 5000 series 15.6 inch hd pro laptop flagship edition | intel core i7-7500u | 8g | 256g ssd | backlit keyboard | windows 10,dell,dell-i77500u8g256gssd-001398,windows 10,dell 5000 series 15.6 inch hd pro laptop flagship edition | intel core i7-7500u | 8g | 256g ssd | backlit keyboard | windows 10 dell-i77500u8g256gssd-001398
a1571,hp 17-x114dx - 17.3 hd+ - 7th gen i5-7200u - 6gb memory - 1tb hard drive - black,hp,z4p14ua,windows 10,hp 17-x114dx - 17.3 hd+ - 7th gen i5-7200u - 6gb memory - 1tb hard drive - black z4p14ua windows 10
a1572,lenovo 12.5'' thinkpad x280 20kf core i7 8650u 1.9ghz 16gb ram 512gb ssd tcg opal encryption 2 windows 10 pro 64-bit nvme ips touchscreen model 20kf0025us,lenovo,20kf0025us,unknown,lenovo 12.5'' thinkpad x280 20kf core i7 8650u 1.9ghz 16gb ram 512gb ssd tcg opal encryption 2 windows 10 pro 64-bit nvme ips touchscreen model 20kf0025us unknown
a1573,lenovo 14 ideapad multi-touch 2-in-1 1920x1080 laptop (2018 newest) intel core i5-6200u 2.3ghz amd radeon r5 m430 gpu 2gb 8gb ram 256 sdd 802.11ac bluetooth hdmi media reader webcam win 10,lenovo-14-2 in 1-i5-8gb-256gb,lenovo-14-2 in 1-i5-8gb-256gb,windows 10,lenovo 14 ideapad multi-touch 2-in-1 1920x1080 laptop (2018 newest) intel core i5-6200u 2.3ghz amd radeon r5 m430 gpu 2gb 8gb ram 256 sdd 802.11ac bluetooth hdmi media reader webcam win 10 lenovo-14-2 1-i5-8gb-256gb lenovo-14-2 1-i5-8gb-256gb windows
a1574,msi we72 7rj-1083us 17.3 120hz 5ms display workstation laptop i7-7700hq quadro m2200 16gb 256gb ssd,msi,we72 7rj-1083us,windows 10 pro,msi we72 7rj-1083us 17.3 120hz 5ms display workstation laptop i7-7700hq quadro m2200 16gb 256gb ssd windows pro
a1575,2017 samsung 11.6-inch premium high performance chromebook 3 intel dual-core processor 1.6ghz 2gb ram 16gb emmc ssd 802.11ac wifi hdmi webcam bluetooth 11-hour battery chrome os-black,samsung,samsung chromebook 3,chrome os,2017 samsung 11.6-inch premium high performance chromebook 3 intel dual-core processor 1.6ghz 2gb ram 16gb emmc ssd 802.11ac wifi hdmi webcam bluetooth 11-hour battery chrome os-black 
a1576,topseller x270 i7-7500u 2.7g,,x270 i7-7500u 2.7g,unknown,topseller x270 i7-7500u 2.7g unknown
a1577,2018 flagship dell inspiron 15 5000 gaming edition 5577 laptop (15.6 inch fhd display intel core i5-7300hq 2.5ghz 8gb ram 256gb ssd + 1tb hdd nvidia gtx 1050 4gb graphics windows 10),dell,dell,windows 10,2018 flagship dell inspiron 15 5000 gaming edition 5577 laptop (15.6 inch fhd display intel core i5-7300hq 2.5ghz 8gb ram 256gb ssd + 1tb hdd nvidia gtx 1050 4gb graphics windows 10) dell
a1578,dell 16vfdelp0007 e6410 14.1 business high performance laptop intel core i5 520m 2.4g 4g ddr3 250g dvd windows 10 professional,dell,16vfdelp0007,windows 10 pro,dell 16vfdelp0007 e6410 14.1 business high performance laptop intel core i5 520m 2.4g 4g ddr3 250g dvd windows 10 professional 
a1579,2018 acer aspire 5 a517 17.3 fhd laptop computer intel core i5-7200u up to 3.10ghz 16gb ram 256gb ssd nvidia geforce 940mx hdmi 802.11ac bluetooth 4.0 usb 3.0 windows 10 home,acer,,windows 10,2018 acer aspire 5 a517 17.3 fhd laptop computer intel core i5-7200u up to 3.10ghz 16gb ram 256gb ssd nvidia geforce 940mx hdmi 802.11ac bluetooth 4.0 usb 3.0 windows 10 home 
a1580,2018 flagship asus 15.6 2-in-1 full hd touchscreen business laptop intel dual-core i5-7200u 16gb ddr4 256gb ssd backlit keyboard fingerprint reader windows ink capable display usb type-c win 10,asus,,windows 10 home 64-bit,2018 flagship asus 15.6 2-in-1 full hd touchscreen business laptop intel dual-core i5-7200u 16gb ddr4 256gb ssd backlit keyboard fingerprint reader windows ink capable display usb type-c win 10 asus home 64-bit
a1581,ideapad miix 520 intel core i7-8550u 12.2 fhd ips gl touch display windows 10,lenovo,81cg019kus,unknown,ideapad miix 520 intel core i7-8550u 12.2 fhd ips gl touch display windows 10 lenovo 81cg019kus unknown
a1582,dell inspiron 2-in-1 15.6 full hd touchscreen 1920 x 1080 laptop intel core i5-6200u 2.3ghz 8gb ram 256gb ssd 8-hour battery life backlit keyboard wifi-ac windows 10,dell,fba_767000000000,windows 10,dell inspiron 2-in-1 15.6 full hd touchscreen 1920 x 1080 laptop intel core i5-6200u 2.3ghz 8gb ram 256gb ssd 8-hour battery life backlit keyboard wifi-ac windows 10 fba_767000000000
a1583,2017 premium hp 14-inch chromebook hd sva (1366 x 768) display intel celeron dual core processor 4gb ddr3l ram 16gb emmc hdd 802.11ac wifi hdmi webcam bluetooth stereo speakers chrome os,hp,hp14,chrome os,2017 premium hp 14-inch chromebook hd sva (1366 x 768) display intel celeron dual core processor 4gb ddr3l ram 16gb emmc hdd 802.11ac wifi hdmi webcam bluetooth stereo speakers chrome os hp14
a1584,newest acer aspire e series 15.6’’ hd cinecrystal display high performance laptop pc 7th gen amd a9-9410 2.9ghz processor 8gb ddr4 ram 1tb hdd wifi hdmi bluetooth webcam dvd windows 10-black,acer,acer aspire 15.6 a9,windows 10,newest acer aspire e series 15.6’’ hd cinecrystal display high performance laptop pc 7th gen amd a9-9410 2.9ghz processor 8gb ddr4 ram 1tb hdd wifi hdmi bluetooth webcam dvd windows 10-black 
a1585,acer 2-in-1 touchscreen convertible 15.6 full hd ips notebook intel core i3-7100u processor 6gb memory 1tb hard drive windows 10 home,acer,,windows 10,acer 2-in-1 touchscreen convertible 15.6 full hd ips notebook intel core i3-7100u processor 6gb memory 1tb hard drive windows 10 home windows
a1586,2016 lenvo yoga 700 2-in-1 11.6 inch fhd 1080p ips touch-screen convertible laptop ( intel core m3-6y30 (up to 2.20 ghz) 4gb 128gb ssd no dvd webcam wifi hdmi windows 10) - light silver,lenovo-yoga-720-i5-8gb-256gb,lenovo yoga 700,windows 10 home,2016 lenvo yoga 700 2-in-1 11.6 inch fhd 1080p ips touch-screen convertible laptop ( intel core m3-6y30 (up to 2.20 ghz) 4gb 128gb ssd no dvd webcam wifi hdmi windows 10) - light silver lenovo-yoga-720-i5-8gb-256gb lenovo home
a1587,2017 lenovo ideapad 310 laptop 15.6 touchscreen intel core i7-7500u 12gb ddr4 1tb hdd dvd-rw 802.11ac wi-fi bluetooth hdmi webcam usb 3.0 ethernet win 10,lenovo,310-15isk,unknown,2017 lenovo ideapad 310 laptop 15.6 touchscreen intel core i7-7500u 12gb ddr4 1tb hdd dvd-rw 802.11ac wi-fi bluetooth hdmi webcam usb 3.0 ethernet win 10 310-15isk unknown
a1588,2018 acer 15.6 inch flagship notebook laptop computer (intel core i3-7100u 2.4ghz 8gb ram 256gb ssd intel hd graphics 620 wifi sd card reader hdmi hd webcam windows 10),acer,acer,windows 10,2018 acer 15.6 inch flagship notebook laptop computer (intel core i3-7100u 2.4ghz 8gb ram 256gb ssd intel hd graphics 620 wifi sd card reader hdmi hd webcam windows 10) 
a1589,samsung np900x3t-k01us notebook 9 13.3 traditional laptop (light titan),samsung,np900x3t-k01us,windows 10 home,samsung np900x3t-k01us notebook 9 13.3 traditional laptop (light titan) windows 10 home
a1590,dell inspiron flagship 7000 premium high performance convertible 2-in-1 laptop (2017) 15.6 fhd touchscreen 7th intel core i7-7500u processor 12gb ram 512gb ssd backlit keyboard win 10,,dell-inspiron-7000-15.6-in-12gb-512gb,windows 10,dell inspiron flagship 7000 premium high performance convertible 2-in-1 laptop (2017) 15.6 fhd touchscreen 7th intel core i7-7500u processor 12gb ram 512gb ssd backlit keyboard win 10 dell-inspiron-7000-15.6-in-12gb-512gb windows
a1591,dell inspiron 15 7000 series 2 in 1 15.6 full hd touch laptop - 8th gen intel core i7-8550u up to 4.0 ghz 32gb ddr4 memory 1tb ssd + 1tb hdd intel uhd graphics 620 windows 10 pro era gray,dell,inspiron i7573,windows 10 professional,dell inspiron 15 7000 series 2 in 1 15.6 full hd touch laptop - 8th gen intel core i7-8550u up to 4.0 ghz 32gb ddr4 memory 1tb ssd + 1tb hdd intel uhd graphics 620 windows 10 pro era gray i7573 professional
a1592,2017 dell inspiron 15.6 hd (1366 x 768) laptop pc intel dual core i3-7100u 2.4ghz 8gb ddr4 128gb ssd dvd +/- rw maxxaudio hdmi bluetooth wifi intel hd graphics 620 windows 10,dell,dell inspiron 15.6-inch i3,windows 10,2017 dell inspiron 15.6 hd (1366 x 768) laptop pc intel dual core i3-7100u 2.4ghz 8gb ddr4 128gb ssd dvd +/- rw maxxaudio hdmi bluetooth wifi intel hd graphics 620 windows 10 15.6-inch
a1593,2018 hp 15.6-inch touchscreen (1920x1080) ips 2-in-1 convertible laptop pc intel core i5-7200u 8gb ddr4 sdram 128gb ssd + 1tb hdd bluetooth amd radeon 530 hdmi b&o play stylus windows 10,hp,hp 15.6 touchscreen i5,windows 10,2018 hp 15.6-inch touchscreen (1920x1080) ips 2-in-1 convertible laptop pc intel core i5-7200u 8gb ddr4 sdram 128gb ssd + 1tb hdd bluetooth amd radeon 530 hdmi b&o play stylus windows 10 i5
