id,product title,brand,model,operating system,combo
a1594,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 32gb ram 1tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10) dark ash silver,hp,hp envy x360 -15t laptop dark ash silver,,hp envy x360 15t 2-in-1 convertible laptop pc (amd 7th gen quad-core fx 9800p apu amd radeon r7 32gb ram 1tb hdd + 512gb ssd 15.6 inch fhd (1920 x 1080) touchscreen win10) dark ash silver hp x360 -15t
a1595,dell inspiron 17.3 fhd high performance premium laptop intel core i7-7500u up to 3.50ghz 16gb ddr4 2tb hdd 4gb amd radeon r7 m445 backlit keyboard dvdrw wlan hdmi win10,dell,741271367750,windows 10,dell inspiron 17.3 fhd high performance premium laptop intel core i7-7500u up to 3.50ghz 16gb ddr4 2tb hdd 4gb amd radeon r7 m445 backlit keyboard dvdrw wlan hdmi win10 741271367750 windows
a1596,jumper ezpad 6s pro 2 in 1 tablet 11.6 intel quad core processor ips 1080p 6gb 128gb tablets pc (with keyboardsilver),jumper,,windows 10,jumper ezpad 6s pro 2 in 1 tablet 11.6 intel quad core processor ips 1080p 6gb 128gb tablets pc (with keyboardsilver) windows
a1597,hp v1h24ut#aba business 840 i7-6600u 14 8gb 256 7/10 laptop,hp,v1h24ut#aba,windows 7 professional,hp v1h24ut#aba business 840 i7-6600u 14 8gb 256 7/10 laptop windows professional
a1598,msi gp72vr leopard pro-281 17.3 120hz 5ms display performance gaming laptop core i7-7700hq gtx 1060 16gb 1tb vr ready,msi,gp72vr leopard pro-281,windows 10,msi gp72vr leopard pro-281 17.3 120hz 5ms display performance gaming laptop core i7-7700hq gtx 1060 16gb 1tb vr ready leopard pro-281 windows
a1599,2018 newest dell 2-in-1 inspiron 5000 13.3 inch fhd touchscreen backlit keyboard flagship premium laptop pc intel core i7-8550u quad-core 8gb ddr4 256gb ssd waves maxxaudio pro windows 10,dell,,windows 10,2018 newest dell 2-in-1 inspiron 5000 13.3 inch fhd touchscreen backlit keyboard flagship premium laptop pc intel core i7-8550u quad-core 8gb ddr4 256gb ssd waves maxxaudio pro windows 10 
a1600,asus rog gl753ve gaming 17.3 full hd laptop - 7th gen i7-7700hq processor up to 3.80 ghz 32gb memory 512gb ssd + 1tb hdd 4gb nvidia geforce gtx 1050ti graphics windows 10 pro metalic black,asus,gl753ve,windows 10 pro,asus rog gl753ve gaming 17.3 full hd laptop - 7th gen i7-7700hq processor up to 3.80 ghz 32gb memory 512gb ssd + 1tb hdd 4gb nvidia geforce gtx 1050ti graphics windows 10 pro metalic black asus
a1601,2018 flagship hp pavilion 15t business 15.6 full hd ips touchscreen laptop - intel quad-core i7-8550u up to 4ghz 12gb ddr4 1tb hdd backlit keyboard wlan bluetooth hdmi hd webcam usb type-c windows 10,hp,hp pavilion 15t,windows 10 home 64-bit,2018 flagship hp pavilion 15t business 15.6 full hd ips touchscreen laptop - intel quad-core i7-8550u up to 4ghz 12gb ddr4 1tb hdd backlit keyboard wlan bluetooth hdmi hd webcam usb type-c windows 10 home 64-bit
a1602,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver,michaelelectronics2,hp - 17z laptop,windows 10,hp - 17z laptop 17.3 with hd+ touchscreen ( amd dual-core a6-9220 apu amd radeon r4 graphics 16gb ram 1tb hdd 17.3inch touch screen (1600x900) wi-fi bluetooth windows 10 home ) natural silver michaelelectronics2
a1603,2018 flagship acer nitro 5 gaming vr ready laptop (15.6 inch fhd display intel core i5-7300hq 2.5ghz 16gb ram 256gb ssd + 1tb hdd nvidia gtx 1050 4gb graphics windows 10),acer,acer,windows 10,2018 flagship acer nitro 5 gaming vr ready laptop (15.6 inch fhd display intel core i5-7300hq 2.5ghz 16gb ram 256gb ssd + 1tb hdd nvidia gtx 1050 4gb graphics windows 10) 
a1604,2016 dell inspiron 15 5000 15.6 hd touchscreen laptop amd quad-core a10-8700p processor up to 3.2ghz 8gb ram 1tb hdd dvd rw backlit keyboard bluetooth hdmi webcam windows 10,dell,dell inspiron 15 i5555,windows 10,2016 dell inspiron 15 5000 15.6 hd touchscreen laptop amd quad-core a10-8700p processor up to 3.2ghz 8gb ram 1tb hdd dvd rw backlit keyboard bluetooth hdmi webcam windows 10 i5555
a1605,lenovo thinkpad yoga 260 business 2-in-1 laptop - 12.5 hd ips touchscreen - intel core i3-6100u 2.3ghz processor - 8gb ddr4 ram - 256gb ssd- fingerprint reader - windows 10 home,lenovo,yoga 260,windows 10 home,lenovo thinkpad yoga 260 business 2-in-1 laptop - 12.5 hd ips touchscreen - intel core i3-6100u 2.3ghz processor - 8gb ddr4 ram - 256gb ssd- fingerprint reader - windows 10 home 
a1606,2015 apple macbook pro 15-inch retina laptop quad i7 2.2ghz / 16gb ddr3 ram / 1000gb ssd / 1.5gb video / thunderbolt / usb 3.0 / wifi / hd camera / hdmi / os x 10.12 / warranty,apple,a1398 - mjlq2ll/a,mac os x 10.12 sierra,2015 apple macbook pro 15-inch retina laptop quad i7 2.2ghz / 16gb ddr3 ram / 1000gb ssd / 1.5gb video / thunderbolt / usb 3.0 / wifi / hd camera / hdmi / os x 10.12 / warranty a1398 mjlq2ll/a sierra
a1607,acer 17.3 aspire intel core i5 7th gen 7200u 2.50ghz nvidia geforce gtx 950m 8gb ddr4 memory 256gb ssd 1tb hdd windows 10 gaming laptop model e5-774g-56sx,acer,t8tjg,windows 10,acer 17.3 aspire intel core i5 7th gen 7200u 2.50ghz nvidia geforce gtx 950m 8gb ddr4 memory 256gb ssd 1tb hdd windows 10 gaming laptop model e5-774g-56sx t8tjg
a1608,dell xps 13 9365 13.3 qhd+ touch intel core i7-7y75 16gb 512gb ssd windows 10 black,dell,9x0t5,windows 10 home,dell xps 13 9365 13.3 qhd+ touch intel core i7-7y75 16gb 512gb ssd windows 10 black 9x0t5 home
a1609,2018 dell inspiron 13.3 2 in 1 fhd ips touchscreen business laptop/tablet intel quad-core i7-8550u 8gb ddr4 256gb ssd maxxaudio backlit keyboard 802.11ac bluetooth hdmi webcam win 10,,t8tjg,,2018 dell inspiron 13.3 2 in 1 fhd ips touchscreen business laptop/tablet intel quad-core i7-8550u 8gb ddr4 256gb ssd maxxaudio backlit keyboard 802.11ac bluetooth hdmi webcam win 10 t8tjg
a1610,newest 2-in-1 dell inspiron 5000 flagship premium 13.3 full hd touchscreen laptop | intel core i7-8550u quad-core | 16gb ddr4 | 256gb ssd | waves maxxaudio | backlit keyboard | windows 10,dell,,windows 10,newest 2-in-1 dell inspiron 5000 flagship premium 13.3 full hd touchscreen laptop | intel core i7-8550u quad-core | 16gb ddr4 | 256gb ssd | waves maxxaudio | backlit keyboard | windows 10 
a1611,2017 flagship dell inspiron 7000 15.6 flip convertible 2-in-1 full hd touchscreen laptop- intel dual-core i7-7500u 2.7ghz 12gb ddr4 512gb ssd backlit keyboard wlan bluetooth maxxaudio win 10,dell,inspiron 7000,windows 10,2017 flagship dell inspiron 7000 15.6 flip convertible 2-in-1 full hd touchscreen laptop- intel dual-core i7-7500u 2.7ghz 12gb ddr4 512gb ssd backlit keyboard wlan bluetooth maxxaudio win 10 windows
a1612,hp 15.6 hd flagship laptop pc | 8th gen intel core i5-8250u quad-core | 12gb ddr4 | 2tb hdd | usb 3.1 | dvd +/-rw | media reader | windows 10 | blue,hp,,windows 10,hp 15.6 hd flagship laptop pc | 8th gen intel core i5-8250u quad-core | 12gb ddr4 | 2tb hdd | usb 3.1 | dvd +/-rw | media reader | windows 10 | blue 
a1613,lenovo thinkpad p51 signature edition: xeon e3-1505m v6 4.0 ghz | 32gb ram | 512gb nvme m.2 ssd | nvidia quadro m2200 (4gb) | fingerprint reader | windows 10 pro 64-bit | 3-year onsite service,laptop authority,20hh-p30,windows 10 professional 64-bit,lenovo thinkpad p51 signature edition: xeon e3-1505m v6 4.0 ghz | 32gb ram | 512gb nvme m.2 ssd | nvidia quadro m2200 (4gb) | fingerprint reader | windows 10 pro 64-bit | 3-year onsite service laptop authority 20hh-p30 professional 64-bit
a1614,2018 flagship hp 11.6 hd ips wled-backlit touchscreen chromebook - intel celeron n3060 4gb ddr3 16gb emmc 802.11ac hdmi hd webcam bluetooth 1 microsd media card reader usb 3.1 chrome os,hp,,chrome os,2018 flagship hp 11.6 hd ips wled-backlit touchscreen chromebook - intel celeron n3060 4gb ddr3 16gb emmc 802.11ac hdmi hd webcam bluetooth 1 microsd media card reader usb 3.1 chrome os 
a1615,acer chromebook 15 celeron n3060 15.6 hd 2gb lpddr3 16gb storage cb3-532-c3f7,acer,nx.ghjaa.007,chrome os,acer chromebook 15 celeron n3060 15.6 hd 2gb lpddr3 16gb storage cb3-532-c3f7 acer nx.ghjaa.007 chrome os
a1616,lenovo thinkpad x1 carboncore i58gb ram240gb ssd(certified refurbished),vigdeals,,windows 10 pro,lenovo thinkpad x1 carboncore i58gb ram240gb ssd(certified refurbished) vigdeals windows 10 pro
a1617,lenovo thinkpad x1 carbon 20bs 14 ultrabook core i5 8 gb ram 256 gb ssd intel hd graphics 5500 black (20bs00bgus),lenovo,20bs00bgus,windows 7 professional,lenovo thinkpad x1 carbon 20bs 14 ultrabook core i5 8 gb ram 256 gb ssd intel hd graphics 5500 black (20bs00bgus) windows 7 professional
a1618,dell inspiron 15.6 4k uhd touchscreen (3840 x 2160) ips display laptop pc intel core i7-6700hq 8gb ram 1tb sshd nvidia gtx 960m graphics bluetooth backlit keyboard windows 10,dell,dell i7559,windows 10,dell inspiron 15.6 4k uhd touchscreen (3840 x 2160) ips display laptop pc intel core i7-6700hq 8gb ram 1tb sshd nvidia gtx 960m graphics bluetooth backlit keyboard windows 10 i7559
a1619,msi prestige pl60 15.6 fhd notebook intel core i7-7500u upto 3.5ghz 32gb ddr4 512gb ssd plus 1tb hdd nvidia geforce gtx 1050 2gb windows 10 pro 64bit (32gb ddr4 + 512gb ssd + 1tb hdd),craving savings,,windows 10 professional,msi prestige pl60 15.6 fhd notebook intel core i7-7500u upto 3.5ghz 32gb ddr4 512gb ssd plus 1tb hdd nvidia geforce gtx 1050 2gb windows 10 pro 64bit (32gb ddr4 + 512gb ssd + 1tb hdd) craving savings professional
a1620,2018 high performance hp flagship 15.6 inch touchscreen laptop intel core i7-8550u 12gb ram 1tb 5400 rpm sata intel uhd graphics 620 windows 10 home,hp,,windows 10,2018 high performance hp flagship 15.6 inch touchscreen laptop intel core i7-8550u 12gb ram 1tb 5400 rpm sata intel uhd graphics 620 windows 10 home 
a1621,msi gt73vr titan-427 (i7-7820hk 16gb ram 1tb hdd nvidia gtx 1070 8gb 17.3 full hd 120hz windows 10) vr ready gaming notebook,excaliberpc,gt73vr titan-427,microsoft windows 10,msi gt73vr titan-427 (i7-7820hk 16gb ram 1tb hdd nvidia gtx 1070 8gb 17.3 full hd 120hz windows 10) vr ready gaming notebook excaliberpc microsoft
a1622,2018 premium dell inspiron 15 7577 gaming 15.6 fhd ips laptop intel quad-core i5-7300hq 16gb ddr4 128gb ssd+1tb hdd 6gb nvidia geforce gtx 1060 backlit keyboard maxxaudio vr ready thunderbolt win 10,dell,dell inspiron 15 7000,windows 10 home 64-bit,2018 premium dell inspiron 15 7577 gaming 15.6 fhd ips laptop intel quad-core i5-7300hq 16gb ddr4 128gb ssd+1tb hdd 6gb nvidia geforce gtx 1060 backlit keyboard maxxaudio vr ready thunderbolt win 10 7000 windows home 64-bit
a1623,newest black lenovo n23 11.6-inch chromebook intel celeron n3060 dual core processor 4gb memory 16gb emmc bluetooth wifi webcam,lenovo n23,lenovo n23 chromebook,chrome os,newest black lenovo n23 11.6-inch chromebook intel celeron n3060 dual core processor 4gb memory 16gb emmc bluetooth wifi webcam os
a1624,msi vr ready gs73vr stealth pro 4k-016 17.3 4k display slim and light gaming laptop gtx 1060 i7-6700hq 16gb 512gb m.2 sata + 1tb windows 10,msi,gs73vr stealth pro 4k-016,windows 10,msi vr ready gs73vr stealth pro 4k-016 17.3 4k display slim and light gaming laptop gtx 1060 i7-6700hq 16gb 512gb m.2 sata + 1tb windows 10 stealth pro
a1625,2017 asus 15.6 signature edition vivobook 2-in-1 flip convertible fhd touchscreen laptop - intel core i7-6500u 2.5ghz 12gb ddr4 1tb hdd nvidia geforce 940mx 802.11ac hdmi webcam win 10,asus,b07193h3yf,windows 10 home 64-bit,2017 asus 15.6 signature edition vivobook 2-in-1 flip convertible fhd touchscreen laptop - intel core i7-6500u 2.5ghz 12gb ddr4 1tb hdd nvidia geforce 940mx 802.11ac hdmi webcam win 10 b07193h3yf windows home 64-bit
a1626,apple macbook pro 15 z0ue0000x with touch bar: 3.1ghz quad-core intel core i7 16gb 1tb - silver (mid 2017),apple,z0ue0000x,mac os,apple macbook pro 15 z0ue0000x with touch bar: 3.1ghz quad-core intel core i7 16gb 1tb - silver (mid 2017) os
a1627,lenovo thinkpad t470s 14-inch fhd ips laptop (intel core i5-7200 8gb ram 256gb windows 10 pro) - 20hgs43100,lenovo,20hgs43100,windows 10 pro,lenovo thinkpad t470s 14-inch fhd ips laptop (intel core i5-7200 8gb ram 256gb windows 10 pro) - 20hgs43100 
a1628,lenovo 80ur001fus n23 80ur - flip design - celeron n3060 / 1.6 ghz - win 10 pro 64-bit - 4 gb ram - 32 gb emmc - 11.6 inch touchscreen 1366 x 768 (hd),lenovo,4991011,windows 10 pro 64 bit,lenovo 80ur001fus n23 80ur - flip design - celeron n3060 / 1.6 ghz - win 10 pro 64-bit - 4 gb ram - 32 gb emmc - 11.6 inch touchscreen 1366 x 768 (hd) 4991011 windows bit
a1629,cyberpowerpc tracer ii t15200 15.6 gaming notebook (intel i7-7700hq 2.8ghz nvidia gtx 1050 ti 4gb 16gb ddr4 250gb ssd wifi+bt win 10 home) black,cyberpowerpc,t15200,windows 10 home,cyberpowerpc tracer ii t15200 15.6 gaming notebook (intel i7-7700hq 2.8ghz nvidia gtx 1050 ti 4gb 16gb ddr4 250gb ssd wifi+bt win 10 home) black cyberpowerpc windows
a1630,asus 2-in-1 15.6 fhd touch-screen laptop intel core i5-7200u 8gb ddr4 memory nvidia geforce gtx 940mx 2gb 1tb hdd 128gb ssd hybrid 802.11ac blutooth hdmi webcam windows 10,1080p,r518u,windows 10,asus 2-in-1 15.6 fhd touch-screen laptop intel core i5-7200u 8gb ddr4 memory nvidia geforce gtx 940mx 2gb 1tb hdd 128gb ssd hybrid 802.11ac blutooth hdmi webcam windows 10 1080p r518u
a1631,toshiba port x30-d1356 i7/2.8 13 16gb 512gb w10p pt274u-02h008,toshiba,pt274u-02h008,unknown,toshiba port x30-d1356 i7/2.8 13 16gb 512gb w10p pt274u-02h008 unknown
a1632,dell inspiron 15-3541 3000 series laptop led touch screen (b156xtt01.1),dell,led-1366-768-15.6-(t24)-3001,,dell inspiron 15-3541 3000 series laptop led touch screen (b156xtt01.1) led-1366-768-15.6-(t24)-3001
a1633,hp laptop probook 450 g4 15.6 screen intel dual core i5-7200u 8gb ram 500gb 7.2k hard drive windows 10 home,oemgenuine,450 g4,windows 10 home,hp laptop probook 450 g4 15.6 screen intel dual core i5-7200u 8gb ram 500gb 7.2k hard drive windows 10 home oemgenuine
a1634,dell latitude 15 5000 series 5580 15.6 laptop - 7th gen intel core i5-7200u processor up to 3.10 ghz 16gb memory 256gb ssd intel hd graphics 620 windows 10 pro,dell,dell latitude 5580,windows 10 pro,dell latitude 15 5000 series 5580 15.6 laptop - 7th gen intel core i5-7200u processor up to 3.10 ghz 16gb memory 256gb ssd intel hd graphics 620 windows 10 pro 
a1635,hp 15-ay196nr 15.6-inch hd sva wled-backlit touch screen laptop (intel core i7-7500u 2.7 ghz 8 gb ddr4 ram 1 tb 5400 rpm sata hdd windows 10 home 64) silver,hp,z4l84ua,windows 10,hp 15-ay196nr 15.6-inch hd sva wled-backlit touch screen laptop (intel core i7-7500u 2.7 ghz 8 gb ddr4 ram 1 tb 5400 rpm sata hdd windows 10 home 64) silver z4l84ua
a1636,toughbook cf 54 i5-6300u 2.4g,panasonic,cf-54d1441km,unknown,toughbook cf 54 i5-6300u 2.4g panasonic cf-54d1441km unknown
a1637,2018 flagship hp omen 15 gaming vr ready laptop computer (15.6 inch fhd display intel core i7-7700hq 2.8ghz 16gb ram 128gb ssd and 1tb hdd nvidia gtx 1050 4gb wifi windows 10),hp,hp,windows 10,2018 flagship hp omen 15 gaming vr ready laptop computer (15.6 inch fhd display intel core i7-7700hq 2.8ghz 16gb ram 128gb ssd and 1tb hdd nvidia gtx 1050 4gb wifi windows 10) 
a1638,dell latitude 15 5000 series 5580 15.6 laptop - 7th gen intel core i5-7200u processor up to 3.10 ghz 8gb memory 512gb ssd intel hd graphics 620 windows 10 pro,dell,dell latitude 5580,windows 10 pro,dell latitude 15 5000 series 5580 15.6 laptop - 7th gen intel core i5-7200u processor up to 3.10 ghz 8gb memory 512gb ssd intel hd graphics 620 windows 10 pro 
a1639,rca cambio 2-in-1 10.1 touchscreen flagship high performance tablet pc| intel atom z3735f quad-core| 2gb ram| 32gb hard drive| 2mp cameras| minihdmi| windows 10,rca,,windows 10,rca cambio 2-in-1 10.1 touchscreen flagship high performance tablet pc| intel atom z3735f quad-core| 2gb ram| 32gb hard drive| 2mp cameras| minihdmi| windows 10 
a1640,lenovo z50 15.6-inch laptop (amd a10 8 gb ram 1 tb hdd windows 10) 80ec00gkus,lenovo,80ec00gkus,windows 10,lenovo z50 15.6-inch laptop (amd a10 8 gb ram 1 tb hdd windows 10) 80ec00gkus 
a1641,lenovo notebook 20l5000uus thinkpad t480 14 inch core i7-8550u 8gb 256gb ssd pci,,20l5000uus,unknown,lenovo notebook 20l5000uus thinkpad t480 14 inch core i7-8550u 8gb 256gb ssd pci unknown
a1642,dell inspiron 2-in-1 i7378-7571gry-pus - 13.3 fhd touch - 7th gen intel core i7-7500u - 12gb - 256gb solid state drive - silver,dell,inspiron i7378,windows 10,dell inspiron 2-in-1 i7378-7571gry-pus - 13.3 fhd touch - 7th gen intel core i7-7500u - 12gb - 256gb solid state drive - silver windows 10
a1643,macbook pro 15 retina w/ applecare+ z0rf00004 2.8ghz i7 1tb 16gb iris pro graphics (current model),apple,z0rf0000+s6054ll/a,mac os x,macbook pro 15 retina w/ applecare+ z0rf00004 2.8ghz i7 1tb 16gb iris pro graphics (current model) z0rf0000+s6054ll/a os x
a1644,td lenovo thinkpad t470 business laptop intel core i5 7300u 14 8gb ddr4 256gb ssd windows 10 pro,tech deals,t470,windows 10,td lenovo thinkpad t470 business laptop intel core i5 7300u 14 8gb ddr4 256gb ssd windows 10 pro tech deals t470
a1645,lenovo 15.6-inch high performance hd wled laptop amd quad-core a6-7310 processor 2ghz 8gb ddr3 128gb ssd amd radeon r4 graphics supermulti dvd burner hdmi windows 10 home 64 bit,lenovo,lenovo 110,windows 10 professional,lenovo 15.6-inch high performance hd wled laptop amd quad-core a6-7310 processor 2ghz 8gb ddr3 128gb ssd amd radeon r4 graphics supermulti dvd burner hdmi windows 10 home 64 bit 110 professional
a1646,toshiba tecra a50-d1538 i7/2.7 15 8gb 256gb w10p pt581u-034012,toshiba,pt581u-034012,unknown,toshiba tecra a50-d1538 i7/2.7 15 8gb 256gb w10p pt581u-034012 unknown
a1647,lenovo 15.6 fhd high performance gaming computer y700 80ny0007us amd a10 8700p amd radeon r9 m385x 4gb gddr5 8 gb memory 1tb hdd windows 10 home black,lenovo,80ny0007us,windows 10,lenovo 15.6 fhd high performance gaming computer y700 80ny0007us amd a10 8700p amd radeon r9 m385x 4gb gddr5 8 gb memory 1tb hdd windows 10 home black 
a1648,smartbuy hp probook 450 g5 business laptop: 15.6 (1366x768) intel 8th gen quad-core i5-8250u 500gb hdd 4gb ddr4 windows 10 professional,hp,sb probook 450 g5 business,windows 10 windows 10 pro 64-bit edition,smartbuy hp probook 450 g5 business laptop: 15.6 (1366x768) intel 8th gen quad-core i5-8250u 500gb hdd 4gb ddr4 windows 10 professional sb 64-bit edition
a1649,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 16gb ddr4 ram 256gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black,hp,hp,windows 10,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 16gb ddr4 ram 256gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black 
a1650,2017 acer aspire 15.6 full hd notebook intel dual-core i7-6500u 2.50ghz (turbo to 3.1 ghz) 8gb ram 500gb hdd wifi 802.11ac usb 3.0 hdmi windows 10 home,acer,,windows 10 home,2017 acer aspire 15.6 full hd notebook intel dual-core i7-6500u 2.50ghz (turbo to 3.1 ghz) 8gb ram 500gb hdd wifi 802.11ac usb 3.0 hdmi windows 10 home 
a1651,hp flagship 17.3 hd+ laptop (7th gen intel core i5-7200u 2.50ghz 6gb ddr4 memory 1tb hard drive dvd burner hdmi webcam windows 10) black,hp,724000000000,windows 10,hp flagship 17.3 hd+ laptop (7th gen intel core i5-7200u 2.50ghz 6gb ddr4 memory 1tb hard drive dvd burner hdmi webcam windows 10) black 724000000000
a1652,2018 hp flagship high performance omen 15.6 inch ips laptop (1920x1080) 7th gen intel core i7-7700hq 2.8 ghz 8gb ddr4 sdram 1tb hdd nvidia geforce gtx 1050 4gb windows 10 bluetooth hd webcam,hp,,windows 10,2018 hp flagship high performance omen 15.6 inch ips laptop (1920x1080) 7th gen intel core i7-7700hq 2.8 ghz 8gb ddr4 sdram 1tb hdd nvidia geforce gtx 1050 4gb windows 10 bluetooth hd webcam 
